season_year,player_name,nationality,team_name,apps,assists,penalties,goals
2023,Álvaro Morata,España,Atlético de Madrid,10,1,0,5
2023,Joselu,España / Alemania,Real Madrid CF,11,0,0,5
2023,Rasmus Højlund,Dinamarca,Manchester United,6,0,0,5
2023,Jude Bellingham,Inglaterra / Irlanda,Real Madrid CF,11,5,0,4
2023,Bukayo Saka,Inglaterra / Nigeria,Arsenal FC,9,4,0,4
2023,Gabriel Jesus,Brasil,Arsenal FC,8,3,0,4
2023,Leandro Trossard,Bélgica,Arsenal FC,9,1,0,4
2023,Danylo Sikan,Ucrania,Shakhtar Donetsk,6,1,0,4
2023,Evanilson,Brasil,FC Oporto,7,1,1,4
2023,Ciro Immobile,Italia,SS Lazio,8,0,1,4
2023,Loïs Openda,Bélgica / Marruecos,RB Leipzig,8,0,0,4
2023,Raphinha,Brasil / Italia,FC Barcelona,7,4,0,3
2023,Samuel Lino,Brasil,Atlético de Madrid,7,3,0,3
2023,Niclas Füllkrug,Alemania,Borussia Dortmund,13,2,0,3
2023,Robert Lewandowski,Polonia,FC Barcelona,9,1,0,3
2023,Lukas Lerager,Dinamarca,FC Copenhague,6,1,0,3
2024,Raphinha,Brasil / Italia,FC Barcelona,14,9,0,13
2024,Serhou Guirassy,Guinea / Francia,Borussia Dortmund,14,5,5,13
2024,Harry Kane,Inglaterra / Irlanda,Bayern Múnich,13,2,4,11
2024,Robert Lewandowski,Polonia,FC Barcelona,13,0,3,11
2024,Lautaro Martínez,Argentina,Inter de Milán,14,2,1,9
2024,Ousmane Dembélé,Francia,París Saint-Germain FC,15,6,0,8
2024,Vinicius Junior,Brasil / España,Real Madrid CF,12,3,1,8
2024,Erling Haaland,Noruega,Manchester City,9,0,2,8
2024,Vangelis Pavlidis,Grecia,SL Benfica,12,3,2,7
2024,Jonathan David,Canadá / Estados Unidos,LOSC Lille,10,2,2,7
2024,Kylian Mbappé,Francia / Camerún,Real Madrid CF,14,1,0,7
2024,Julián Alvarez,Argentina / Italia,Atlético de Madrid,10,1,0,7
2024,Antoine Griezmann,Francia,Atlético de Madrid,10,2,0,6
2024,Bukayo Saka,Inglaterra / Nigeria,Arsenal FC,9,2,1,6
2024,Santiago Gimenez,México / Italia,Para 2 clubes,7,1,1,6
2024,Florian Wirtz,Alemania,Bayer 04 Leverkusen,9,1,1,6
2024,Viktor Gyökeres,Suecia / Hungría,Sporting de Lisboa,8,0,2,6
2024,Désiré Doué,Francia / Costa de Marfil,París Saint-Germain FC,16,4,0,5
2024,Lamine Yamal,España / Guinea Ecuatorial,FC Barcelona,13,4,0,5
2024,Ademola Lookman,Nigeria / Inglaterra,Atalanta de Bérgamo,7,2,0,5
2024,Rodrygo,Brasil / España,Real Madrid CF,12,2,0,5
2024,Karim Adeyemi,Alemania / Nigeria,Borussia Dortmund,10,2,0,5
2024,Michael Olise,Francia / Inglaterra,Bayern Múnich,14,2,1,5
2024,Achraf Hakimi,Marruecos / España,París Saint-Germain FC,17,5,0,4
2024,Charles De Ketelaere,Bélgica,Atalanta de Bérgamo,10,5,1,4
2025,Victor Osimhen,Nigeria,Galatasaray,3,0,3,6
2025,Harry Kane,Inglaterra / Irlanda,Bayern Múnich,4,0,1,5
2025,Kylian Mbappé,Francia / Camerún,Real Madrid CF,4,0,3,5
2025,Erling Haaland,Noruega,Manchester City,4,0,0,5
2025,Marcus Rashford,Inglaterra / San Cristóbal y Nieves,FC Barcelona,4,2,0,4
2025,Anthony Gordon,Inglaterra,Newcastle United,4,1,2,4
2025,Lautaro Martínez,Argentina,Inter de Milán,3,0,0,4
2025,Fermín López,España,FC Barcelona,3,2,0,3
2025,Jonathan Burkardt,Alemania,Eintracht Fráncfort​​,4,1,0,3
2025,Dušan Vlahović,Serbia,Juventus de Turín,4,1,0,3
2025,Harvey Barnes,Inglaterra / Escocia,Newcastle United,4,1,0,3
2025,Igor Paixão,Brasil,Olympique de Marsella,4,1,0,3
2025,Gabriel Martinelli,Brasil / Italia,Arsenal FC,3,1,0,3
2025,Marcos Llorente,España,Atlético de Madrid,4,0,0,3
2025,Gorka Guruzeta,España,Athletic Club,3,0,0,3
2025,Felix Nmecha,Alemania / Inglaterra,Borussia Dortmund,4,0,0,3
2025,Luis Díaz,Colombia,Bayern Múnich,4,0,0,3
2025,Leandro Andrade,Cabo Verde / Portugal,Qarabağ FK,4,0,0,3
2025,Julián Alvarez,Argentina / Italia,Atlético de Madrid,3,2,1,2
2025,Nuno Mendes,Portugal,París Saint-Germain FC,4,2,0,2
2025,Carlos Forbs,Portugal / Guinea-Bissau,Club Brujas KV,4,2,0,2
2025,Marcus Thuram,Francia / Guadalupe,Inter de Milán,3,1,0,2
2025,Phil Foden,Inglaterra,Manchester City,3,1,0,2
2025,Francisco Trincão,Portugal,Sporting de Lisboa,4,1,0,2
2025,Khvicha Kvaratskhelia,Georgia,París Saint-Germain FC,3,1,0,2
